id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
143,"Dayes, Edward",Male,1763–1804,1763,1804,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-dayes-143
734,"De Belleroche, Count Albert",Male,1864–1944,1864,1944,"Swansea, United Kingdom","Southwell, United Kingdom",http://www.tate.org.uk/art/artists/count-albert-de-belleroche-734
902,"De Chirico, Giorgio",Male,1888–1978,1888,1978,"Vólos, Ellás","Roma, Italia",http://www.tate.org.uk/art/artists/giorgio-de-chirico-902
985,"De Francia, Peter",Male,1921–2012,1921,2012,"Paris, France",,http://www.tate.org.uk/art/artists/peter-de-francia-985
2192,"De Glehn, Wilfred Gabriel",Male,1870–1951,1870,1951,"London, United Kingdom","Wiltshire, United Kingdom",http://www.tate.org.uk/art/artists/wilfred-gabriel-de-glehn-2192
1219,"De Grey, Sir Roger",Male,1918–1995,1918,1995,"Buckinghamshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-roger-de-grey-1219
1385,"De Karlowska, Stanislawa",Female,1876–1952,1876,1952,Polska,"London, United Kingdom",http://www.tate.org.uk/art/artists/stanislawa-de-karlowska-1385
145,"De Loutherbourg, Philip James",Male,1740–1812,1740,1812,"Basel, Schweiz","Chiswick, United Kingdom",http://www.tate.org.uk/art/artists/philip-james-de-loutherbourg-145
1556,"De Maistre, Roy",Male,1894–1968,1894,1968,"Bowral, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/roy-de-maistre-1556
2354,"De Monchaux, Cathy",Female,born 1960,1960,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/cathy-de-monchaux-2354
1850,"De Rivera, José",Male,1904–1985,1904,1985,"West Baton Rouge, United States","New York, United States",http://www.tate.org.uk/art/artists/jose-de-rivera-1850
148,"De Wint, Peter",Male,1784–1849,1784,1849,"Stone, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/peter-de-wint-148
2492,"Deacon, James",Male,c.1710–1750,1710,1750,,,http://www.tate.org.uk/art/artists/james-deacon-2492
986,"Deacon, Richard",Male,born 1949,1949,,"Bangor, United Kingdom",,http://www.tate.org.uk/art/artists/richard-deacon-986
987,"Dean, Catherine",Female,1905–1983,1905,1983,"Liverpool, United Kingdom",,http://www.tate.org.uk/art/artists/catherine-dean-987
2675,"Dean, Tacita",Female,born 1965,1965,,"Canterbury, United Kingdom",,http://www.tate.org.uk/art/artists/tacita-dean-2675
2282,"Deeble, W.",Male,active 1819,1819,1819,,,http://www.tate.org.uk/art/artists/w-deeble-2282
988,"Degas, Edgar",Male,1834–1917,1834,1917,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/edgar-degas-988
989,"Dehn, Adolf",Male,1895–1963,1895,1963,"Waterville, United States","New York, United States",http://www.tate.org.uk/art/artists/adolf-dehn-989
990,"Dekkers, Ad",Male,1938–1974,1938,1974,"Zuid-Holland, Nederland","Gorinchem, Nederland",http://www.tate.org.uk/art/artists/ad-dekkers-990
